公司编号,职位名称,职位链接,薪资待遇,工作地点,工作经验,最低学历,招聘人数,公司规模
20547174,麦考林客户服务专员,http://sh.ganji.com/zpshichangyingxiao/1498319008x.htm,5000-8000元,徐汇-漕河泾,不限,不限,5人,500-999人
27937724,销售主管-属于你的创业园,http://sh.ganji.com/zpshichangyingxiao/1266774060x.htm,12000-20000元,松江-松江大学城,5-10年,本科,6人,20-99人
28512423,上市企业 保底5000/月,http://sh.ganji.com/zpshichangyingxiao/1324792149x.htm,5000-8000元,-共康,不限,不限,50人,10000人以上
24330662,只看能力月薪5000+包住+高提成,http://sh.ganji.com/zpshichangyingxiao/1612215011x.htm,5000-8000元,闵行-其他,不限,不限,10人,100-499人
21497882,底薪3000 做六休一,http://sh.ganji.com/zpshichangyingxiao/1832310746x.htm,8000-12000元,闵行-莘庄,不限,不限,30人,100-499人
26485738,高薪急聘古玩艺术品精英+高提成,http://sh.ganji.com/zpshichangyingxiao/1695408338x.htm,8000-12000元,长宁-虹桥,不限,高中,20人,20-99人
27016781,营销专员8000以上双休提供住宿,http://sh.ganji.com/zpshichangyingxiao/1212110611x.htm,8000-12000元,闸北,不限,高中,50人,500-999人
13681717,高薪电话销售/提供住宿/高提成,http://sh.ganji.com/zpshichangyingxiao/1483300368x.htm,5000-8000元,浦东-唐镇,不限,中专/技校,30人,10000人以上
17891735,央企高薪常日班销售代表(提供住宿),http://sh.ganji.com/zpshichangyingxiao/1150948223x.htm,5000-8000元,徐汇-植物园,不限,不限,15人,1000-9999人
29646271,大客户销售代表,http://sh.ganji.com/zpshichangyingxiao/1694184685x.htm,8000-12000元,徐汇-肇嘉浜路,1-3年,大专,10人,10000人以上
26295680,销售代表底薪+提成双休,http://sh.ganji.com/zpshichangyingxiao/1592351306x.htm,面议,浦东,不限,不限,20人,100-499人
32633845,月薪过万一包住一带薪年假,http://sh.ganji.com/zpshichangyingxiao/1806310826x.htm,5000-8000元,南汇-周浦,不限,不限,20人,1000-9999人
27225377,热门销售底薪4K+优秀的广告资源,http://sh.ganji.com/zpshichangyingxiao/1219449027x.htm,5000-8000元,宝山,不限,大专,10人,100-499人
22926933,底薪+高提成+奖金+旅游,http://sh.ganji.com/zpshichangyingxiao/1681034171x.htm,8000-12000元,闵行-七宝,不限,不限,20人,100-499人
24252973,急招电话销售+无责任底薪+提成,http://sh.ganji.com/zpshichangyingxiao/1578037393x.htm,5000-8000元,闵行-莘庄,1年以内,初中,10人,20-99人
22682291,毕业第一份工作月入过万,http://sh.ganji.com/zpshichangyingxiao/1465089903x.htm,8000-12000元,浦东-唐镇,不限,大专,20人,1000-9999人
28457743,网络销售 无责任底薪4千加高额提成,http://sh.ganji.com/zpshichangyingxiao/1574028919x.htm,8000-12000元,嘉定,1-3年,高中,20人,100-499人
23469536,电商运营主管,http://sh.ganji.com/zpshichangyingxiao/1820527868x.htm,8000-12000元,浦东-八佰伴,3-5年,中专/技校,1人,500-999人
23221433,底薪3K+房补+100提成招电话销售,http://sh.ganji.com/zpshichangyingxiao/1765504856x.htm,8000-12000元,南汇-周浦,不限,高中,200人,100-499人
25620775,销售代表/客户经理,http://sh.ganji.com/zpshichangyingxiao/1587225564x.htm,8000-12000元,徐汇-徐家汇,不限,不限,8人,100-499人
27142077,挑战高薪-月入过万等你来,http://sh.ganji.com/zpshichangyingxiao/1490691505x.htm,8000-12000元,闵行-七莘路,不限,不限,30人,20-99人
22332817,底薪3000+高提成(挑战月薪3万),http://sh.ganji.com/zpshichangyingxiao/860054820x.htm,8000-12000元,浦东-张江,不限,不限,20人,500-999人
23371410,诚聘电话销售,http://sh.ganji.com/zpshichangyingxiao/1691652932x.htm,3000-5000元,松江-九亭,不限,不限,20人,100-499人
27333998,急招销售员+高底薪+高提成+五险一金,http://sh.ganji.com/zpshichangyingxiao/1622868608x.htm,8000-12000元,闵行,不限,大专,8人,100-499人
20485383,底薪5000+提成+双休  业务员,http://sh.ganji.com/zpshichangyingxiao/1705470121x.htm,5000-8000元,闸北-天目西路,不限,高中,20人,100-499人
22946191,销售精英,http://sh.ganji.com/zpshichangyingxiao/1845160742x.htm,8000-12000元,黄浦-南京东路,1-3年,大专,5人,1000-9999人
23412290,金桥红星美凯龙销售人员,http://sh.ganji.com/zpshichangyingxiao/1588667049x.htm,3000-5000元,浦东-金桥,不限,不限,3人,20-99人
25212367,金融顾问 底薪4000元加提成急招,http://sh.ganji.com/zpshichangyingxiao/1467326128x.htm,3000-5000元,长宁-中山公园,不限,高中,3人,100-499人
7178640,电话客服邀约专员(周末双休),http://sh.ganji.com/zpshichangyingxiao/1499196951x.htm,面议,浦东,不限,不限,3人,10000人以上
26735941,一一底薪8000一 包住一 带薪培训,http://sh.ganji.com/zpshichangyingxiao/1841594735x.htm,8000-12000元,浦东-三林,不限,不限,30人,500-999人
25632740,平均月薪8000  上市公司巨大发展,http://sh.ganji.com/zpshichangyingxiao/1514454611x.htm,8000-12000元,虹口,不限,不限,8人,100-499人
1325382,诚聘电话销售月入5000-8000,http://sh.ganji.com/zpshichangyingxiao/1485540141x.htm,5000-8000元,,不限,高中,30人,20-99人
19787720,突破自己月薪8万左右-诚邀你的加入,http://sh.ganji.com/zpshichangyingxiao/1851934571x.htm,8000-12000元,普陀-桃浦,不限,中专/技校,20人,100-499人
27568690,合益商业地产，诚招业务精英月薪过万,http://sh.ganji.com/zpshichangyingxiao/1287276734x.htm,8000-12000元,徐汇,1-3年,大专,10人,100-499人
2833663,美容顾问（保底3200）,http://sh.ganji.com/zpshichangyingxiao/1219279453x.htm,5000-8000元,,3-5年,高中,5人,1000-9999人
13560322,底薪5千+包住年20万起俄罗斯七日游,http://sh.ganji.com/zpshichangyingxiao/1377863166x.htm,8000-12000元,普陀-金沙江路,不限,高中,50人,500-999人
21082173,急聘金融理财投资销售团队经理,http://sh.ganji.com/zpshichangyingxiao/1843536698x.htm,面议,闸北-其他,3-5年,大专,2人,100-499人
25186213,高薪急聘 提成点高 年收入高达25万,http://sh.ganji.com/zpshichangyingxiao/1810352270x.htm,8000-12000元,闵行-北桥,不限,不限,20人,20-99人
10508506,销售顾问/月薪5-12K/五险一金,http://sh.ganji.com/zpshichangyingxiao/1505202747x.htm,8000-12000元,杨浦,不限,中专/技校,20人,100-499人
21288568,高端销售月薪轻松过万（中介勿扰）,http://sh.ganji.com/zpshichangyingxiao/864935815x.htm,12000-20000元,长宁-中山公园,不限,不限,10人,20-99人
21238563,8000到12000高薪诚聘房产销售,http://sh.ganji.com/zpshichangyingxiao/1631119726x.htm,8000-12000元,嘉定,不限,不限,10人,100-499人
16000786,康师傅招募杨浦业务代表,http://sh.ganji.com/zpshichangyingxiao/1378633786x.htm,面议,杨浦,不限,高中,1人,500-999人
19234485,门店信贷客户经理,http://sh.ganji.com/zpshichangyingxiao/1366038854x.htm,3000-5000元,,不限,高中,12人,10000人以上
20376491,电话销售 保障底薪3800 有提成,http://sh.ganji.com/zpshichangyingxiao/1198757420x.htm,3000-5000元,徐汇-万体馆,不限,初中,10人,20-99人
14900932,诚招刚到上海有规划有理想的投资顾问,http://sh.ganji.com/zpshichangyingxiao/1374207183x.htm,5000-8000元,黄浦,1-3年,高中,5人,100-499人
19281272,销售精英包吃住+提成-成就梦想,http://sh.ganji.com/zpshichangyingxiao/1802469761x.htm,8000-12000元,虹口-其他,不限,不限,20人,500-999人
21000425,列鼎诚聘 选择大于努力 舒适办公环境,http://sh.ganji.com/zpshichangyingxiao/1667679331x.htm,5000-8000元,闵行-七宝,不限,不限,25人,100-499人
21786046,电话销售（试用期保底3K+高提成）,http://sh.ganji.com/zpshichangyingxiao/1702486417x.htm,面议,宝山-庙行,不限,不限,20人,100-499人
24735622,装修公司电话销售,http://sh.ganji.com/zpshichangyingxiao/1313574216x.htm,面议,浦东,1年以内,不限,50人,500-999人
2022230,小区推广业务员,http://sh.ganji.com/zpshichangyingxiao/1425983486x.htm,5000-8000元,青浦-重固,1-3年,高中,4人,20-99人
22361082,兰代公司30,http://sh.ganji.com/zpshichangyingxiao/1853941241x.htm,5000-8000元,南汇-周浦,不限,中专/技校,10人,500-999人
8203092,月收入过万+出国旅游+住宿+女士优先,http://sh.ganji.com/zpshichangyingxiao/1256427195x.htm,8000-12000元,闸北-共和新路,不限,不限,10人,500-999人
15994643,房地产销售员底薪5000+提成,http://sh.ganji.com/zpshichangyingxiao/1815785594x.htm,8000-12000元,,不限,初中,20人,1000-9999人
22677070,商务代表底薪5000,http://sh.ganji.com/zpshichangyingxiao/1743391382x.htm,5000-8000元,长宁-北新泾,不限,高中,10人,100-499人
6607360,HOT8K高薪诚聘销售精英,http://sh.ganji.com/zpshichangyingxiao/1745958173x.htm,8000-12000元,,1年以内,不限,8人,20-99人
1002338,销售精英,http://sh.ganji.com/zpshichangyingxiao/1599532042x.htm,8000-12000元,闸北-共和新路,不限,不限,10人,100-499人
14016044,应届生客服销售包住+双休,http://sh.ganji.com/zpshichangyingxiao/1818517241x.htm,5000-8000元,松江-松江老城,不限,高中,10人,500-999人
27696744,3k-6k无责任底薪+提成+奖金销售,http://sh.ganji.com/zpshichangyingxiao/1549952674x.htm,8000-12000元,浦东-东昌站地铁,不限,高中,20人,100-499人
27358497,工程项目主管,http://sh.ganji.com/zpshichangyingxiao/1585496810x.htm,3000-5000元,虹口-大柏树,不限,大专,2人,1000-9999人
23546636,客户经理,http://sh.ganji.com/zpshichangyingxiao/1402256999x.htm,面议,徐汇-徐家汇,1-3年,大专,10人,100-499人
18780567,双休有住金融证券销售代表,http://sh.ganji.com/zpshichangyingxiao/1492104552x.htm,8000-12000元,闵行,不限,高中,30人,20-99人
24486580,直招上海移动各岗位+稳定+四金+晋升,http://sh.ganji.com/zpshichangyingxiao/1054659705x.htm,3000-5000元,闸北,不限,中专/技校,10人,100-499人
32735862,急聘/高提成+不加班-电话销售,http://sh.ganji.com/zpshichangyingxiao/1846597070x.htm,5000-8000元,闸北,1年以内,大专,2人,20-99人
814880,电子商务推广员,http://sh.ganji.com/zpshichangyingxiao/1638152899x.htm,3000-5000元,浦东-川沙,不限,大专,5人,100-499人
16725164,门店销售,http://sh.ganji.com/zpshichangyingxiao/546875746x.htm,5000-8000元,闵行-梅陇,不限,不限,20人,100-499人
32639347,月薪5000免费住宿/师傅带教,http://sh.ganji.com/zpshichangyingxiao/1560678154x.htm,5000-8000元,南汇-康桥,不限,不限,15人,10000人以上
25803679,餐饮销售人员,http://sh.ganji.com/zpshichangyingxiao/1786155452x.htm,3000-5000元,杨浦-控江路,不限,不限,3人,100-499人
24332500,底薪3000销售+高额提成+旅游双休,http://sh.ganji.com/zpshichangyingxiao/1091846463x.htm,8000-12000元,松江-松江大学城,1年以内,高中,20人,500-999人
28968545,招聘电话销售专员,http://sh.ganji.com/zpshichangyingxiao/1351927130x.htm,2000-3000元,浦东,1-3年,高中,5人,10000人以上
9731099,高底薪提成高晋升空间大聘销售,http://sh.ganji.com/zpshichangyingxiao/1577028495x.htm,12000-20000元,普陀-金沙江路,不限,高中,5人,100-499人
26504722,上海移动基岗直接招聘会+四金稳定晋升,http://sh.ganji.com/zpshichangyingxiao/1189477417x.htm,3000-5000元,,不限,高中,10人,500-999人
22394397,五险带薪年假双休找网络客服,http://sh.ganji.com/zpshichangyingxiao/1820033549x.htm,8000-12000元,闵行-莘庄,1年以内,不限,10人,100-499人
2640447,薪资过万诚聘销售代表(退伍军人亦可),http://sh.ganji.com/zpshichangyingxiao/1555020308x.htm,8000-12000元,徐汇-漕河泾,不限,不限,2人,1000-9999人
17492692,底薪5500 高提成60 合伙人制度,http://sh.ganji.com/zpshichangyingxiao/1765469993x.htm,12000-20000元,浦东-三林,不限,不限,50人,100-499人
24630594,高薪投资顾问 高提成+奖金+双休住宿,http://sh.ganji.com/zpshichangyingxiao/1509126511x.htm,8000-12000元,宝山-共富,不限,大专,100人,100-499人
13981595,月薪8000不上限+包住宿+福利高,http://sh.ganji.com/zpshichangyingxiao/1375451286x.htm,5000-8000元,闸北-西藏北路,不限,不限,20人,500-999人
21861844,美容顾问店长或者美导我在找你,http://sh.ganji.com/zpshichangyingxiao/1588765073x.htm,12000-20000元,,不限,不限,2人,100-499人
23210009,法务催收员,http://sh.ganji.com/zpshichangyingxiao/1753085156x.htm,5000-8000元,嘉定-安亭,不限,中专/技校,2人,100-499人
16552274,包吃住 3800+提成+奖金 双休,http://sh.ganji.com/zpshichangyingxiao/1467917124x.htm,5000-8000元,杨浦-五角场,不限,中专/技校,50人,100-499人
6497722,高薪诚聘销售主管/经理,http://sh.ganji.com/zpshichangyingxiao/1614620858x.htm,20000元以上,静安-南京西路,3-5年,不限,2人,20-99人
26963966,不限学历 只看实力 诚聘电话销售,http://sh.ganji.com/zpshichangyingxiao/1283929845x.htm,12000-20000元,普陀-金沙江路,不限,不限,50人,100-499人
25738274,电话销售底薪+提成,http://sh.ganji.com/zpshichangyingxiao/1824060215x.htm,3000-5000元,闵行-七宝,不限,不限,1人,20-99人
19454152,高级客户代表,http://sh.ganji.com/zpshichangyingxiao/1834971722x.htm,3000-5000元,,不限,不限,5人,100-499人
28429612,鑫加金融销售顾问3500底薪起,http://sh.ganji.com/zpshichangyingxiao/1354518565x.htm,3000-5000元,长宁,1-3年,不限,5人,100-499人
24157154,高薪急聘电话销售若双休+社保,http://sh.ganji.com/zpshichangyingxiao/1381673085x.htm,8000-12000元,浦东-东方路地铁,不限,不限,30人,100-499人
663758,保底4千+提成+五险一金+奖金招销售,http://sh.ganji.com/zpshichangyingxiao/1564411413x.htm,8000-12000元,闸北-天目西路,不限,大专,10人,20-99人
9866366,国企中粮集团急招业务代表五险一金,http://sh.ganji.com/zpshichangyingxiao/1585297248x.htm,5000-8000元,徐汇-徐家汇,1年以内,大专,2人,100-499人
23335437,急聘金融投资顾问/朝九晚五+五险一金,http://sh.ganji.com/zpshichangyingxiao/1754793158x.htm,12000-20000元,浦东-陆家嘴,1-3年,大专,5人,20-99人
17357147,电销做五休二,http://sh.ganji.com/zpshichangyingxiao/1681905547x.htm,8000-12000元,南汇-周浦,1年以内,高中,10人,100-499人
25463113,销售代表,http://sh.ganji.com/zpshichangyingxiao/1692648178x.htm,5000-8000元,浦东-陆家嘴,1-3年,高中,10人,500-999人
6737008,百分之40高提成等你来拿,http://sh.ganji.com/zpshichangyingxiao/1006561030x.htm,面议,浦东-塘桥,不限,不限,9人,100-499人
24049849,电话销售代表5-8K五险一金,http://sh.ganji.com/zpshichangyingxiao/1613477066x.htm,5000-8000元,闵行-老闵行,不限,大专,20人,1000-9999人
22640167,团队经理/50W+双休,http://sh.ganji.com/zpshichangyingxiao/1717526335x.htm,20000元以上,浦东-东方路地铁,不限,大专,5人,20-99人
17745030,包住无责任底薪3000百分之20起,http://sh.ganji.com/zpshichangyingxiao/1785727604x.htm,5000-8000元,松江-九亭,不限,初中,50人,20-99人
27476703,高薪诚聘销售经理+奖金+旅游+双休,http://sh.ganji.com/zpshichangyingxiao/1228430691x.htm,20000元以上,虹口-四川北路,不限,不限,10人,100-499人
23749541,电话销售2500-3500闵行双休,http://sh.ganji.com/zpshichangyingxiao/992237727x.htm,3000-5000元,闵行-其他,不限,中专/技校,15人,20-99人
24458664,客户太多急招有案场经验销售2名,http://sh.ganji.com/zpshichangyingxiao/1522478274x.htm,8000-12000元,奉贤-南桥,不限,高中,2人,100-499人
19006727,电话销售 月入7K以上 双休五险一金,http://sh.ganji.com/zpshichangyingxiao/1546241997x.htm,8000-12000元,徐汇-漕河泾,1-3年,中专/技校,20人,500-999人
27741746,底薪3500+潜力晋升+高额提成,http://sh.ganji.com/zpshichangyingxiao/1789213379x.htm,5000-8000元,浦东-东方路地铁,1年以内,中专/技校,6人,20-99人
21669843,上海企炬广告增值客服,http://sh.ganji.com/zpshichangyingxiao/1251325126x.htm,面议,宝山-淞宝,不限,大专,1人,100-499人
28800513,销售代表无责任底薪+提成+双休,http://sh.ganji.com/zpshichangyingxiao/1330654043x.htm,3000-5000元,闵行,不限,不限,100人,10000人以上
3553720,急招办公室文员,http://sh.ganji.com/zpshichangyingxiao/1564222899x.htm,3000-5000元,浦东-塘桥,不限,大专,1人,100-499人
27565054,金融投资理财顾问销售,http://sh.ganji.com/zpshichangyingxiao/1646883472x.htm,8000-12000元,虹口-四川北路,不限,不限,10人,1000-9999人
21143944,app推广专员,http://sh.ganji.com/zpshichangyingxiao/1710183049x.htm,3000-5000元,长宁,不限,大专,30人,10000人以上
4298171,招募一二手房产经理人,http://sh.ganji.com/zpshichangyingxiao/1564660375x.htm,5000-8000元,普陀,1-3年,大专,15人,20-99人
30709674,销售经理原油贵金属行业和团队管理经验,http://sh.ganji.com/zpshichangyingxiao/1565629302x.htm,8000-12000元,徐汇-徐家汇,1-3年,大专,2人,100-499人
17805201,直招车险销售员,http://sh.ganji.com/zpshichangyingxiao/819166477x.htm,5000-8000元,浦东-高行,不限,高中,30人,10000人以上
25761320,试用期底薪4000+提成,http://sh.ganji.com/zpshichangyingxiao/1475557191x.htm,5000-8000元,宝山-张庙,不限,不限,50人,1000-9999人
24192001,留学顾问经理,http://sh.ganji.com/zpshichangyingxiao/1324402908x.htm,12000-20000元,静安,3-5年,本科,1人,10000人以上
23316686,高薪招聘POS机电话销售,http://sh.ganji.com/zpshichangyingxiao/1753565780x.htm,3000-5000元,浦东,1-3年,中专/技校,10人,20-99人
24701007,真实无责任底6000+提成(包食宿),http://sh.ganji.com/zpshichangyingxiao/1564471931x.htm,8000-12000元,浦东-八佰伴,不限,不限,50人,1000-9999人
20567530,月薪3000-10000包住,http://sh.ganji.com/zpshichangyingxiao/1766455025x.htm,8000-12000元,普陀-长寿路,不限,中专/技校,10人,100-499人
28360852,400热线客服专员 底薪+提成,http://sh.ganji.com/zpshichangyingxiao/1315205593x.htm,面议,浦东-花木,不限,中专/技校,5人,100-499人
24610365,电话销售人均月薪1万应届生可培训,http://sh.ganji.com/zpshichangyingxiao/1722182858x.htm,8000-12000元,徐汇-漕河泾,不限,高中,30人,20-99人
18621205,高薪诚聘链家分行经理,http://sh.ganji.com/zpshichangyingxiao/1732967780x.htm,面议,,3-5年,不限,10人,100-499人
1526986,培训学校招女性电话销售4800+奖金,http://sh.ganji.com/zpshichangyingxiao/860437237x.htm,5000-8000元,黄浦-人民广场,不限,中专/技校,10人,20-99人
28017811,保底月薪3千以上/万元提成等着拿,http://sh.ganji.com/zpshichangyingxiao/1282586441x.htm,12000-20000元,静安,不限,高中,5人,500-999人
27327147,光大银行底薪3000做五休二急聘销售,http://sh.ganji.com/zpshichangyingxiao/1220747067x.htm,8000-12000元,黄浦,不限,大专,50人,1000-9999人
28117128,做五休二 3K无责任底薪招电话客服,http://sh.ganji.com/zpshichangyingxiao/1385658316x.htm,5000-8000元,浦东-外高桥,不限,大专,8人,100-499人
28218748,可宝国际一个拿高薪的平台,http://sh.ganji.com/zpshichangyingxiao/1374752921x.htm,8000-12000元,,1-3年,高中,20人,100-499人
28218748,港企直招征集古玩大客户经理,http://sh.ganji.com/zpshichangyingxiao/1362126358x.htm,8000-12000元,,1年以内,高中,20人,100-499人
28218748,港企直招销售精英,http://sh.ganji.com/zpshichangyingxiao/1369478726x.htm,8000-12000元,,1-3年,高中,20人,100-499人
28218748,朝九晚五月薪过万,http://sh.ganji.com/zpshichangyingxiao/1345278081x.htm,8000-12000元,,1-3年,高中,20人,100-499人
28218748,可宝国际给你一个平台年薪十万不是梦,http://sh.ganji.com/zpshichangyingxiao/1364595392x.htm,8000-12000元,,1-3年,高中,20人,100-499人
28218748,月薪过万诚聘古玩销售,http://sh.ganji.com/zpshichangyingxiao/1364582207x.htm,8000-12000元,,1-3年,高中,20人,100-499人
18780567,双休无责底薪3-8千电话网络销售,http://sh.ganji.com/zpshichangyingxiao/1512267940x.htm,8000-12000元,闵行,不限,高中,30人,20-99人
18780567,实习生毕业生-双休包住,http://sh.ganji.com/zpshichangyingxiao/1760808887x.htm,5000-8000元,闵行,不限,大专,30人,20-99人
28218748,高薪诚聘艺术品电话销售,http://sh.ganji.com/zpshichangyingxiao/1345457200x.htm,8000-12000元,,1-3年,高中,20人,100-499人
25803679,餐饮销售人员,http://sh.ganji.com/zpshichangyingxiao/1786155452x.htm,3000-5000元,杨浦-控江路,不限,不限,3人,100-499人
28117128,年假双薪+客服+双休(总部车险直招),http://sh.ganji.com/zpshichangyingxiao/1385660518x.htm,5000-8000元,浦东-外高桥,不限,大专,15人,100-499人
21905244,销售代表/专员,http://sh.ganji.com/zpshichangyingxiao/1427654543x.htm,3000-5000元,宝山-共康,不限,不限,12人,20-99人
21474880,电话销售包吃双休,http://sh.ganji.com/zpshichangyingxiao/1808372210x.htm,8000-12000元,浦东-外高桥,不限,不限,60人,20-99人
18780567,双休包住金融电话网络销售,http://sh.ganji.com/zpshichangyingxiao/1623556795x.htm,8000-12000元,闵行,不限,大专,30人,20-99人
18780567,电话销售双休无责底薪3-8千,http://sh.ganji.com/zpshichangyingxiao/1565020067x.htm,8000-12000元,闵行,不限,高中,30人,20-99人
18780567,双休有住金融销售月薪万元,http://sh.ganji.com/zpshichangyingxiao/1760773583x.htm,8000-12000元,闵行,不限,高中,30人,20-99人
28218748,月薪过万诚聘销售主管,http://sh.ganji.com/zpshichangyingxiao/1351949185x.htm,8000-12000元,,1-3年,高中,20人,100-499人
28218748,月薪过万诚聘销售主管,http://sh.ganji.com/zpshichangyingxiao/1338747774x.htm,8000-12000元,,不限,高中,20人,100-499人
28218748,月薪过万你不心动吗,http://sh.ganji.com/zpshichangyingxiao/1345443310x.htm,8000-12000元,,1-3年,高中,20人,100-499人
28218748,艺术品征集大客户经理,http://sh.ganji.com/zpshichangyingxiao/1338191562x.htm,12000-20000元,,1-3年,高中,20人,100-499人
28218748,只要你有销售热情 高薪不是问题,http://sh.ganji.com/zpshichangyingxiao/1294941295x.htm,5000-8000元,,1-3年,高中,20人,100-499人
28218748,如果你有目标有理想加入我们一起努力,http://sh.ganji.com/zpshichangyingxiao/1294864405x.htm,5000-8000元,,1-3年,高中,20人,100-499人
28218748,我们需要的就是有目标有理想的你,http://sh.ganji.com/zpshichangyingxiao/1287347352x.htm,5000-8000元,,1-3年,高中,20人,100-499人
28218748,艺术品征集经理,http://sh.ganji.com/zpshichangyingxiao/1293355030x.htm,8000-12000元,,1-3年,高中,20人,100-499人
28218748,聘古玩艺术品征集 业务经理,http://sh.ganji.com/zpshichangyingxiao/1285812390x.htm,8000-12000元,,1-3年,高中,20人,100-499人
28218748,古玩销售 月薪过万 只要不懒,http://sh.ganji.com/zpshichangyingxiao/1300881422x.htm,8000-12000元,,1-3年,高中,20人,100-499人
28218748,只要肯努力月薪过万不是梦,http://sh.ganji.com/zpshichangyingxiao/1292078581x.htm,8000-12000元,,1-3年,高中,20人,100-499人
18987866,聘网络销售,http://sh.ganji.com/zpshichangyingxiao/1427800997x.htm,5000-8000元,闵行,不限,高中,5人,100-499人
18987866,诚聘销售助理,http://sh.ganji.com/zpshichangyingxiao/1402457844x.htm,3000-5000元,闵行,不限,高中,5人,100-499人
21905244,售前客服支持,http://sh.ganji.com/zpshichangyingxiao/1415036968x.htm,3000-5000元,宝山-共康,不限,不限,12人,20-99人
27937724,高提成/高底薪/销售代表等你来,http://sh.ganji.com/zpshichangyingxiao/1632350044x.htm,5000-8000元,松江-松江大学城,1-3年,中专/技校,50人,20-99人
27937724,高提成/高底薪/销售代表等你来,http://sh.ganji.com/zpshichangyingxiao/1632350044x.htm,5000-8000元,松江-松江大学城,1-3年,中专/技校,50人,20-99人
21474880,电话销售包吃,http://sh.ganji.com/zpshichangyingxiao/1559236315x.htm,8000-12000元,浦东-外高桥,不限,不限,50人,20-99人
21474880,高薪诚聘电话销售,http://sh.ganji.com/zpshichangyingxiao/1559226118x.htm,8000-12000元,浦东-外高桥,不限,不限,50人,20-99人
21474880,招聘营销团队经理-主管,http://sh.ganji.com/zpshichangyingxiao/1559249929x.htm,20000元以上,浦东-外高桥,1-3年,大专,10人,20-99人
28117128,电话销售月薪过万+住宿+五险一金,http://sh.ganji.com/zpshichangyingxiao/1385697130x.htm,8000-12000元,浦东-外高桥,不限,高中,10人,100-499人
18987866,双休高薪诚招网销助理,http://sh.ganji.com/zpshichangyingxiao/1403801203x.htm,3000-5000元,闵行,不限,高中,15人,100-499人
18987866,高薪诚招销售,http://sh.ganji.com/zpshichangyingxiao/1438750617x.htm,3000-5000元,闵行,不限,高中,15人,100-499人
18987866,做五休二八小时聘网络销售客服,http://sh.ganji.com/zpshichangyingxiao/1383496401x.htm,5000-8000元,闵行,不限,高中,10人,100-499人
18987866,诚聘销售精英,http://sh.ganji.com/zpshichangyingxiao/1343618590x.htm,5000-8000元,闵行,不限,大专,15人,100-499人
18987866,高薪聘网络销售,http://sh.ganji.com/zpshichangyingxiao/1332819981x.htm,5000-8000元,闵行,不限,大专,5人,100-499人
21474880,销售代表/跳帧月薪十万,http://sh.ganji.com/zpshichangyingxiao/1689283229x.htm,8000-12000元,浦东-外高桥,不限,不限,50人,20-99人
21474880,高薪销售,http://sh.ganji.com/zpshichangyingxiao/1560641973x.htm,8000-12000元,浦东-外高桥,不限,不限,60人,20-99人
21474880,诚聘销售,http://sh.ganji.com/zpshichangyingxiao/1560679581x.htm,8000-12000元,浦东-外高桥,不限,不限,60人,20-99人
17729633,高新诚聘销售人员敢想敢做挑战高薪,http://sh.ganji.com/zpshichangyingxiao/1721193904x.htm,3000-5000元,宝山-顾村,不限,初中,50人,10000人以上
17729633,无学历限制低门槛 诚聘有梦想的年轻人,http://sh.ganji.com/zpshichangyingxiao/1589692299x.htm,3000-5000元,宝山-顾村,不限,初中,20人,10000人以上
17729633,加入我们团队园你月薪过万梦想,http://sh.ganji.com/zpshichangyingxiao/1589058537x.htm,3000-5000元,宝山-顾村,不限,初中,30人,10000人以上
17729633,诚聘高薪代表+挑战高薪不是梦,http://sh.ganji.com/zpshichangyingxiao/1857688130x.htm,3000-5000元,宝山-顾村,不限,初中,30人,10000人以上
18987866,诚招网销助理,http://sh.ganji.com/zpshichangyingxiao/1352972402x.htm,3000-5000元,闵行,不限,大专,15人,100-499人
18987866,朝九晚六+高提成聘渠道主管,http://sh.ganji.com/zpshichangyingxiao/1475879635x.htm,面议,闵行,不限,大专,2人,100-499人
18987866,高薪诚聘网络销售专员,http://sh.ganji.com/zpshichangyingxiao/1352110109x.htm,5000-8000元,闵行,不限,大专,10人,100-499人
21905244,招商代表,http://sh.ganji.com/zpshichangyingxiao/1402019412x.htm,面议,宝山-共康,不限,不限,5人,20-99人
26402439,诚聘一手房销售8名 面试通过立即上岗,http://sh.ganji.com/zpshichangyingxiao/1316126498x.htm,5000-8000元,嘉定-菊园新区,不限,初中,8人,10000人以上
18987866,周末双休诚招渠道主管,http://sh.ganji.com/zpshichangyingxiao/1491989927x.htm,面议,闵行,不限,大专,3人,100-499人
26402439,底薪三千到五千  招聘房产销售8名,http://sh.ganji.com/zpshichangyingxiao/1829606444x.htm,5000-8000元,嘉定-嘉定城区,不限,初中,8人,10000人以上
1316868,电话销售月薪过万包住宿,http://sh.ganji.com/zpshichangyingxiao/1720917454x.htm,8000-12000元,,不限,不限,20人,100-499人
1316868,月薪过万销售包住宿,http://sh.ganji.com/zpshichangyingxiao/1858106180x.htm,8000-12000元,,不限,不限,10人,100-499人
17898766,销售代表/客户经理,http://sh.ganji.com/zpshichangyingxiao/1639132376x.htm,3000-5000元,闸北-共和新路,不限,高中,2人,20人以下
28218748,让自己放手一搏吧这里会给你好的平台,http://sh.ganji.com/zpshichangyingxiao/1289010024x.htm,8000-12000元,,1-3年,高中,20人,100-499人
28218748,高薪诚聘艺术品征集经理,http://sh.ganji.com/zpshichangyingxiao/1345453699x.htm,12000-20000元,,1年以内,高中,20人,100-499人
